pl_radj,pl_bmassj,pl_orbper,pl_eqt,pl_pnum,st_mass
-2.0249534,-4.233607,-0.17734478,7.6638775,2,-0.09431065
-1.5606477,-2.9187713,3.8131812,6.369901,2,-0.09431065
-2.1370707,-3.7722611,1.9296429,7.0518556,3,0.07696108
-0.67334455,-1.8325815,1.2492371,7.32185,2,0.15700372
-2.253795,-4.4228487,2.3332791,6.452049,5,-0.21072102
-1.6194882,-3.5755508,2.781654,6.302619,5,-0.21072102
-1.200645,-3.473768,2.770424,6.7707896,2,0.08617772
-0.7787051,-2.171557,5.1907988,5.963579,2,0.08617772
-2.1455812,-4.2356777,1.9637781,6.904751,2,-0.040822014
-1.5005835,-3.4112477,2.6079204,6.6656837,4,0
-1.4784096,-3.3524072,3.7806494,6.274762,4,0
-1.8263509,-5.115996,2.3325224,6.744059,6,-0.040822014
-1.3625778,-4.7105308,2.5668015,6.666957,6,-0.040822014
-1.2801342,-3.7722611,3.121682,6.481577,6,-0.040822014
-0.9834994,-3.6888795,3.4657233,6.3664703,6,-0.040822014
-1.5050778,-5.115996,3.8435044,6.240276,6,-0.040822014
-1.820159,-3.2968373,1.5589864,6.652863,2,-0.2876821
-1.9449106,-4.7105308,2.0845535,6.228511,3,-0.5798185
-1.4872203,-4.4228487,2.4660635,6.100319,3,-0.5798185
-0.32989392,-2.3644605,2.93364,6.891626,2,0.12221763
0.09621881,0.6097656,3.9277072,6.5567784,2,0.12221763
0.5618988,-0.83932966,1.4901955,7.2997975,1,0.15700372
-1.8578993,-2.1803675,4.030126,6.297109,5,-0.005012537
-2.2926347,-2.3330443,2.7140322,6.875232,2,0.18232161
-2.2926347,-2.253795,3.126936,6.736967,2,0.18232161
-1.5371172,-2.9759297,2.7783222,6.5764694,2,0.019802611
-2.5902672,-3.6496587,3.239341,6.4216223,2,0.019802611
-3.0576077,-8.468403,2.3333664,6.0935698,3,-0.6539265
-2.2349265,-5.083206,2.6233125,5.996452,3,-0.6539265
-2.225624,-6.2096205,3.1393173,5.8230457,3,-0.6539265
0.12751335,2.1282318,1.915469,7.268223,1,0.41210964
-1.4439235,-2.1455812,3.1333616,6.7719355,2,0.24686004
-0.954512,-1.3862944,3.7584522,6.5638556,2,0.24686004
-0.040822014,-0.41551542,1.5979283,6.9157233,1,0.019802611
-0.28236294,-1.0996128,5.4327435,5.370884,1,-0.3710637
0.05732508,0.41849983,7.009944,5.589921,1,0.19885089
-1.6245515,-4.1521854,2.4742568,6.7604146,1,0.029558774
0.2700271,0.89608806,0.39589334,7.358831,1,0.14841996
-1.3509272,-5.115996,3.6069913,6.3080983,2,0.020782566
-0.45728487,-3.7297015,3.9001932,6.20859,2,0.020782566
-1.7259717,-3.8167129,1.254112,7.0604763,3,-0.030459179
-0.7133499,-2.9187713,2.0336058,6.801283,3,-0.030459179
-0.47320873,-2.9565115,2.6985977,6.5792513,3,-0.030459179
-1.7897615,-3.4893732,1.3072823,7.007601,6,-0.051293306
-1.3019532,-3.2158804,2.384542,6.6489844,6,-0.051293306
-1.406497,-3.4520698,4.351713,5.9939613,6,-0.051293306
-1.9241487,-4.1364174,1.0245278,7.613325,1,0.3435897
-1.3205067,-3.7601607,1.9993819,6.9488974,4,0.11332869
-1.1809075,-4.132046,2.2870288,6.853299,4,0.11332869
-0.761426,-3.6821024,2.6938627,6.717805,4,0.11332869
-0.8915981,-4.1930604,2.9819207,6.6214056,4,0.11332869
-0.6931472,-0.6273595,3.1635323,6.5944133,5,0.07973491
-1.7259717,-3.1700857,3.9209232,6.3421216,5,0.07973491
-1.4188175,-3.4999132,1.8307397,7.077498,3,0.17395337
-0.7678708,-2.5587685,2.543207,6.8394766,3,0.17395337
-1.3943266,-4.128315,2.5079718,6.066108,4,-0.6161861
-1.4146938,-3.9368281,2.848154,5.9532433,4,-0.6161861
-1.3509272,-2.9565115,3.4621043,6.3332796,3,0.036331873
-1.3862944,-2.9759297,3.8846107,6.1923623,3,0.036331873
-1.3432349,-1.2909842,2.8520927,6.8710914,2,0.16466664
-1.2039728,-1.5994875,3.4966893,6.6567264,2,0.16466664
-0.9571127,-1.8643302,3.5761585,6.6515718,3,0.15186238
-1.2837378,-2.1370707,3.9966216,6.352629,3,0.09257918
-1.5186836,-1.65026,3.2110856,6.376727,4,-0.23193209
-1.2837378,-1.7316055,3.792045,6.182085,4,-0.23193209
-1.65026,-3.7722611,3.5422628,6.408529,3,0.07696108
0.033434812,-0.8675006,4.835105,5.976351,3,0.07696108
-1.4312918,-4.342806,4.1906147,6.222835,3,0.07696108
-1.2073117,-4.255218,2.335865,6.6554403,2,-0.020202687
-1.2729657,-4.374852,2.5868914,6.572283,2,-0.020202687
-1.0555528,-3.3242364,3.378759,6.261492,3,-0.010050326
0.09257918,0.6981347,4.099715,6.0185933,3,-0.010050326
-0.24207151,-2.6172957,4.9652467,5.7300997,3,-0.010050326
-1.1363142,-3.4112477,1.7023816,6.7286286,3,-0.19479907
-1.2241756,-3.9633164,2.1151707,6.590301,3,-0.19479907
-1.527858,-3.754592,2.343804,6.680855,2,-0.09431065
-1.6296406,-4.4697657,2.5705414,6.605298,2,-0.09431065
-1.5847453,-2.4079456,3.5530884,6.4002576,2,0.0953102
-0.7298112,-2.0874736,4.2670646,6.163315,2,0.0953102
-1.9732814,-3.6119184,2.2344134,7.041412,4,0.08250119
-0.26918748,-1.5141277,5.6658106,5.79707,1,0.04879012
-0.31745428,-2.063568,4.8786874,5.9742517,1,-0.11653382
-1.2837378,-3.9633164,2.8819475,6.788972,3,0.10526046
-1.3862944,-3.0576077,3.2633138,6.6618547,3,0.10526046
-2.0174062,-4.2686977,2.627555,6.8855095,2,0.0676587
-1.1147417,-3.6888795,2.787388,6.8330317,2,0.0676587
-3.506558,-4.6051702,2.592812,6.4861608,4,-0.13926208
0.21511139,3.0007198,3.0486667,6.799056,1,0.2546422
-1.1647521,-1.4354845,3.7610605,6.206576,2,-0.08555791
-0.7486599,-2.8824036,4.483059,5.966147,2,-0.08555791
-1.0300195,-2.5639498,1.1673483,7.4085307,1,0.19885089
0.15700372,0.7884574,1.9276719,7.3901815,1,0.3920421
-2.0557249,-3.912023,0.8863634,7.1716566,2,0.0676587
-2.577022,-4.7105308,1.5311131,6.9565454,2,0.0676587
0.2546422,-0.5798185,0.6181855,7.489971,1,0.13976191
0.29341558,-0.060812157,0.5428244,7.522941,1,0.15700372
-0.9467499,-1.5558972,4.1936164,5.9009767,1,-0.19845094
-1.8773174,-4.50986,1.5475625,6.931472,2,-0.11653382
-1.313044,-2.3644605,1.9700451,6.7912216,2,-0.11653382
-2.225624,-0.9755101,1.4293538,6.542472,2,-0.40047753
-1.5095925,-1.6982691,1.8435609,6.8936563,2,0
-1.5798792,-3.3524072,2.5121164,6.508769,2,-0.105360545
-0.040822014,0.91629076,4.244983,6.418365,2,0.3293037
0.13976191,-0.84397006,2.0657797,6.9353704,1,0.13976191
0.17563261,-0.5191938,0.98743063,7.380879,1,-0.1625189
-0.11653382,0.029558774,1.1975113,7.017506,2,0.009950322
-0.022245623,-1.3862944,1.334216,6.975414,1,-0.07257069
0.08617772,-1.0788096,1.1686106,7.17012,1,-0.09431065
0.20701419,-1.2378744,2.331269,7.0030656,1,-0.040822014
0.07696108,0.23901688,1.2600598,6.975414,1,-0.13926208
0.19803081,1.1724821,1.1066118,7.3901815,1,0.27763176
0.13540462,1.6882491,3.9608347,6.6995006,2,0.27763176
0.37156355,1.0367368,1.6741172,7.482119,1,0.37843645
0.12221763,1.0508215,2.555265,6.9077554,1,0.18232161
0.6881347,-0.17435342,2.1517801,7.4552984,1,0.43178236
0.08617772,0,1.1776482,7.3421316,1,0.11332869
0.5007753,0.31481075,2.053393,6.782192,1,0
-0.040822014,-0.68319684,0.8982241,6.9077554,1,-0.5276328
-1.5606477,-3.912023,2.3580198,6.7381525,2,-0.1625189
-1.7837913,-4.390059,1.5640221,6.8373327,4,-0.12783337
-1.4188175,-3.0797663,2.2694368,6.60123,4,-0.12783337
-1.7037487,-3.6888795,3.758781,6.104793,4,-0.12783337
0.35487333,0.7471618,1.2665153,7.467371,1,0.31481075
-0.45728487,-4.961845,3.8100789,6.297109,3,0.03922068
-0.2194006,-4.342806,4.4463153,6.0844994,3,0.03922068
-0.14502576,-3.7297015,4.8690257,5.9427996,3,0.03922068
-0.29169014,-0.030459179,4.8333607,5.961005,2,0.04879012
-0.5430046,-2.65926,2.3515277,7.2283883,3,0.27763176
-0.13467489,-0.56211895,3.0635026,6.991177,3,0.27763176
0.26543647,-0.40346712,1.173936,7.286192,1,0.1906204
-1.8773174,-4.329055,1.964788,7.004882,3,0.03922068
-1.7719568,-4.413724,2.1881502,6.930495,3,0.03922068
-1.7259717,-4.335907,2.4763787,6.834109,3,0.03922068
-1.5606477,-3.912023,1.6861693,7.1314735,3,0.17395337
0.48365995,-0.8187104,1.5862694,7.396335,1,0.30748472
-0.040822014,-0.46203548,1.9934357,6.982863,1,0.16551441
0.04879012,2.3125355,2.1843545,6.6424866,1,-0.09431065
0.30748472,0.6981347,0.43497843,7.668561,1,0.18232161
-0.040822014,-0.84397006,1.2750223,7.2723985,1,-0.051293306
-2.3025851,-4.6051702,-1.0356092,7.6999445,1,-0.17435342
-1.171183,-3.3726099,2.6015408,6.834109,4,0.15700372
-1.1026204,-3.9633164,3.310649,6.598509,4,0.15700372
-0.44785082,-3.9633164,3.952977,6.383507,4,0.15700372
-1.1679624,-4.342806,4.3952622,6.2363696,4,0.15700372
0.347836,-0.5276328,1.2591708,7.426549,1,0.1906204
-1.4354845,-3.8258452,1.9533765,6.3044486,6,-0.31471074
-1.4105871,-3.8532825,2.2537677,6.204558,6,-0.31471074
-1.9951004,-3.851869,1.1224005,6.582025,6,-0.31471074
-1.9449106,-4.3435755,1.5357677,6.4441314,6,-0.31471074
0.18564935,0.019802611,4.7426367,6.169611,2,0.0953102
-0.60148,-3.912023,5.253486,5.9989367,2,0.0953102
-0.17197527,-1.3783262,2.9569914,6.493754,3,0.0676587
-0.19479907,-1.7660917,3.6612513,6.2595816,3,0.0676587
0.31261852,-0.21072102,1.8320341,7.620705,1,0.2700271
-1.1615521,-1.5994875,2.620966,6.8824377,3,0.13278107
-1.461018,-3.9633164,3.2855246,6.660575,3,0.13278107
-1.9661129,-4.6051702,1.5532358,6.9353704,2,0.08617772
-1.1615521,-3.3813946,0.91950953,6.904751,2,-0.21072102
-1.1874435,-3.194183,2.4443536,6.8319535,1,0.07696108
-1.4354845,-3.6119184,2.787385,6.5666723,1,0
-2.0249534,-4.50986,0.9503597,7.191429,2,-0.061875407
-1.7259717,-4.50986,0.43287274,7.3727465,1,-0.010050326
-2.0249534,-3.9633164,1.5268342,6.6970344,1,-0.23572232
-2.0557249,-3.8670497,3.208305,5.4380794,1,-1.89712
-0.11653382,-0.21072102,1.3645726,6.921007,1,-0.13926208
0.4054651,1.3083328,0.7649003,7.851661,1,0.5423243
0.28517896,-0.20825496,0.97353953,6.672033,1,-0.4780358
0.3920421,0.86710054,0.51603574,7.353611,1,0.019802611
0.22314355,-0.4780358,1.1318142,7.3052254,1,0.13102825
0.088926256,0.23111172,0.35940385,7.1998987,1,-0.2484614
0.18232161,0.16551441,0.5246504,7.6073813,1,0.2623642
0.12221763,0.009950322,1.3810557,7.204778,1,0.13102825
0.30748472,0.029558774,1.3021624,7.452716,1,0.28517896
0.4762342,1.5040774,0.9104873,7.618088,1,0.41871032
-0.060812157,0.8372475,1.1507713,6.7384834,1,-0.3710637
0.13365638,0.2577382,0.35067388,7.257003,1,-0.17435342
0.22633842,0.91388786,0.29051542,7.2034054,1,-0.30110508
0.091667145,1.4609379,0.9194539,7.427144,1,0.13976191
0.12663265,1.8082888,0.590758,7.2334557,1,-0.105360545
0.10165365,1.4632554,1.0575236,7.2548847,1,0.12221763
-2.3330443,-5.925677,0.41268617,5.9914646,7,-2.5257287
-2.3644605,-5.439881,0.88452065,5.8348107,7,-2.5257287
-2.6736488,-6.653113,1.3986206,5.6629605,7,-2.5257287
-2.501036,-6.239926,1.8082256,5.525453,7,-2.5257287
-2.3751557,-6.1469493,2.2199304,5.389072,7,-2.5257287
-2.2926347,-5.4679203,2.513894,5.293305,7,-2.5257287
0.12221763,-0.17435342,1.1085858,7.0395284,1,0.03922068
0.30748472,0.39877614,0.9044732,7.3128095,1,0.30748472
0.28968006,0.64710325,0.26711133,7.4039907,1,-0.07257069
0.4762342,-0.2484614,1.2680597,7.4848866,1,0.07696108
0.177309,0.5822156,0.3935591,7.2997975,1,-0.105360545
0.07696108,1.1474025,1.1290644,7.222566,1,-0.2876821
0.28517896,0.23111172,1.0471015,7.694028,1,-0.26136482
0.3576744,-0.67334455,1.2769593,7.3477054,1,0.3435897
0.4239597,0.39877614,-0.07737577,7.827241,1,0.19885089
0.12839317,0.24059042,0.56270456,7.3238306,1,0.07696108
-0.040822014,0.5877866,2.0634239,6.802395,1,-0.11653382
0.019802611,0.48242617,2.2289073,7.047466,1,-0.07257069
-0.061875407,-2.1202636,1.7442293,6.6463904,1,-0.3710637
0.10436003,-0.23572232,1.3143874,6.856219,1,0.35065687
0.34288022,-0.7444405,1.5134046,7.31055,1,0.27763176
0.29192305,0.5704144,0.43746382,7.6221747,1,0.2546422
0.058268856,-1.2039728,2.3047478,6.9295816,1,0.2546422
0.36464316,-0.665532,1.3977394,7.4552984,1,0.27763176
0.33647224,0.20701419,0.9162067,7.377759,1,0.019802611
0.59883654,0.2700271,0.08747964,7.855312,1,0.18232161
