pl_radj,pl_bmassj,pl_orbper,pl_eqt,pl_pnum,st_mass
0.38730118,1.5789787,1.2840596,7.539027,1,0.3293037
0.62326103,0.16805355,0.2428877,7.765569,1,0.30010462
0.27611542,-0.10647225,1.0911314,7.3264656,1,0.15700372
0.21511139,-0.5108256,1.2156987,7.2442274,1,0.0676587
-0.040822014,-1.2729657,1.1905228,7.2997975,1,0.11332869
0.31481075,-1.7147985,1.4298475,7.2442274,1,0.07696108
-0.07257069,0,1.7488772,7.0030656,1,0
0.19885089,-1.0216513,1.4708676,7.3477,1,-0.32850403
-0.11653382,0.20701419,2.4467702,6.7250338,1,0.03922068
0.19885089,-1.3093333,1.6718534,7.286192,1,0.058268856
-0.13926208,-0.8915981,1.964805,6.637258,1,-0.22314353
0.1906204,0.14841996,0.7776827,7.489971,1,0.14841996
0.2623642,0.64185387,0.33745703,7.4489827,1,-0.020202687
0.32208347,0.41210964,1.6516075,7.462789,1,0.3435897
0.08617772,0.19885089,1.2904531,7.3714895,1,0.19885089
-0.22314353,-2.1455812,1.7790561,6.8134446,1,-0.08338159
0.32208347,2.179287,0.8081486,7.5288396,1,0.48242617
0.36464316,0.89199805,0.80468124,7.185387,1,-0.105360545
0.1906204,0.9895412,1.1971449,7.3395376,1,0.22314355
0.42526773,-0.17435342,0.7192378,7.6009026,1,0.28517896
0.3435897,-0.6161861,1.3223157,7.410655,1,0.16551441
0.12221763,-1.171183,1.511488,7.1623974,1,0.07696108
0.4382549,-0.94160855,1.2037555,7.4383836,1,0.29266965
-0.67334455,-2.0557249,1.3444742,6.877296,1,-0.17435342
0.062974855,-0.5551259,1.3741257,7.1996784,1,0.23111172
0.19885089,0.21511139,1.1373842,7.173192,1,0.57661337
0.6259384,-0.2484614,1.317863,7.3446445,1,0.8241754
0.18232161,2.437116,-0.06033404,7.7879314,1,0.37843645
0.33074152,0.06672363,-0.23719308,7.832014,1,-0.105360545
0.06859278,-0.088831194,0.7665026,7.1731915,1,-0.11653382
0.37980533,-1.1679624,1.5891594,7.229114,1,0.18232161
0.0676587,-1.2039728,1.4638298,7.197293,1,-0.11653382
0.20701419,-0.40047753,1.2620597,7.257998,1,0.37843645
-0.038740814,-0.12329822,1.0799137,7.032195,1,-0.2484614
0.32208347,0.21511139,0.85066783,7.478784,1,0.3576744
0.0676587,-0.82098055,1.3257028,7.104915,1,-0.40047753
0.1906204,-0.1625189,1.013998,7.4264154,1,-0.15082288
0.19309668,-0.09761283,1.2263691,7.291656,1,0.019802611
-0.26136482,-1.469676,1.3667878,6.8811617,1,-0.26136482
0.35065687,0.8878913,1.0001391,7.425804,1,0.48242617
0.43760958,-0.7381446,1.225512,7.36164,1,0.14841996
-0.040822014,0.9669839,1.0001391,7.352991,1,-0.32850403
0.47000366,0.15700372,0.19874427,7.88176,1,0.6151857
0,-0.5798185,1.4627182,7.0549836,1,-0.040822014
0.2623642,-0.34249032,1.1510719,7.2791915,1,0.04879012
0.28292078,0.85908526,0.43007052,7.457609,1,0.07696108
0.14841996,0.5877866,1.2746556,7.1875095,1,-0.07257069
0.20701419,1.2354715,1.9274378,7.136417,1,0.5653138
0.23901688,-1.2729657,1.4000146,7.021584,1,-0.07257069
0.28517896,0.16551441,0.76250064,7.3371415,1,-0.13926208
0.0953102,-0.1625189,1.1159282,7.125318,2,-0.21072102
0.11511279,-0.6405547,1.6057675,6.928538,1,-0.051293306
-0.07257069,0.57661337,-0.20644006,7.228235,1,-0.5447272
0.13102825,-0.11765804,0.8853381,7.207842,1,-0.051293306
0.13102825,0.03922068,1.139783,7.087705,1,-0.051293306
0.16041674,0.64710325,0.35793146,7.4000096,1,-0.1863296
0.11955922,0.13315752,1.4253056,7.1404757,4,0.03922068
-1.1425642,-3.1888318,2.2006376,6.8820314,4,0.03922068
-1.8263509,-3.8401675,-0.23623888,7.6943235,4,0.03922068
0.4054651,-0.22314353,0.76250064,7.6166296,1,-0.12783337
0.10436003,-0.99425226,1.0230765,7.2228503,1,-0.08338159
0.083421625,0.45742488,0.48761505,7.441907,1,-0.040822014
0.19885089,0.5007753,0.6704414,7.237382,1,0.058268856
0.23901688,-0.7765288,0.55948997,7.181592,1,-0.13926208
0.071389996,0.7570605,1.1969011,6.9593987,1,-0.17435342
0.45742488,-0.5276328,1.3066124,7.485023,1,0.07696108
0.28517896,-0.4942963,1.4964104,7.144286,1,0.10436003
-0.061875407,-0.79850775,1.5297668,7.091957,1,-0.34249032
0.04879012,-0.4400566,1.0434232,7.198931,1,-0.11653382
0.3576744,-0.030459179,1.6128681,7.152391,1,0.058268856
-0.2548923,-0.14734061,2.0693388,6.5072775,1,-0.32850403
0.029558774,-0.99425226,1.4597771,7.073086,1,-0.597837
-0.12783337,-0.597837,1.4597771,7.1803117,1,0.17395337
0.3435897,0.98581684,1.3496045,7.3444767,1,0.59883654
0.27763176,-0.6539265,1.4843168,7.2631598,1,0.10436003
0.3435897,-0.99425226,1.4766103,7.3331814,1,0.24686004
0.23980403,0.23980403,0.45317012,7.431892,1,0
0.106160186,0.4382549,0.8378639,7.2997975,1,-0.07257069
0.33647224,0.8544153,1.4075787,7.4954457,1,0.28517896
0.13976191,-0.84397006,1.5291861,6.9331737,1,-0.09431065
0.27763176,0.07696108,1.6261574,7.3016806,1,0.39877614
0.10436003,-1.2378744,1.3527738,6.8670354,1,-0.020202687
0.28517896,-0.040822014,1.6003249,7.304516,1,0.24686004
0.15186238,-0.5276328,1.3118457,7.2348986,1,0.10436003
0.16551441,0.3293037,1.0659754,7.632333,1,-0.27443686
0.2546422,0.8329091,0.7960332,7.628933,1,1.0224509
0.35065687,1.0508215,1.407865,7.483904,1,0.9242589
0.30748472,-0.32850403,0.7597538,7.5579777,1,-0.020202687
0.23901688,0.0676587,0.9099479,7.4442487,1,0.13102825
0.604316,-0.08338159,0.59326386,7.6778636,1,0.37843645
0.32208347,0.82855177,0.30750677,7.396462,1,0.39877614
0.65752,0.10436003,0.7771114,7.737451,1,0.6259384
0.5128236,-0.1625189,1.2981132,7.4721966,1,0.3576744
0.12221763,0.9321641,0.9953939,7.3453655,2,0.29266965
-0.001000487,-0.61989677,1.1209778,6.7153835,1,-0.5447272
0.35697487,-0.31608158,0.9993355,7.3920317,1,0.07696108
0.48242617,0.15700372,0.9953939,7.684993,1,0.3920421
0.03922068,-1.2039728,1.6036717,7.021084,1,0.10436003
-0.05975003,-0.3652833,2.1428254,6.680855,1,-0.17435342
0.21511139,0.23507212,0.97669995,7.2806973,1,0.08617772
0.37843645,-0.8675006,1.6001954,7.474224,1,-0.061875407
0.03922068,1.7749524,1.2108757,7.021084,1,-0.08338159
0.48858002,-0.46203548,1.3651328,7.517521,1,0.4382549
0.029558774,0.29266965,1.0291125,7.056175,1,-0.17435342
0.3791211,-0.216913,0.7768789,7.5342283,1,0.17395337
0.4681269,0.3852624,1.0052286,7.5714736,1,0.28517896
0.45742488,-0.6931472,1.3737637,7.31477,1,0.5128236
0.20701419,0.36464316,0.78146476,7.385405,1,0.37843645
0.18232161,-0.7339692,1.2311774,7.158514,1,0.058268856
0.13102825,0.30748472,0.7288811,7.3402605,1,0.16551441
0.13453095,-0.08121007,1.0860809,7.0656133,1,-0.21072102
0.019802611,0.8878913,1.7496363,7.29126,1,0.1906204
0.39877614,1.3887913,1.2095742,7.3132205,1,0.18232161
0.30968818,0.11332869,0.018533977,7.6009026,1,-0.19845094
0.13102825,-0.1863296,1.3715689,7.0918407,1,-0.12783337
0.018821808,-0.51583815,0.9615926,7.205689,1,-0.030459179
0.3435897,1.9865036,1.1605036,7.6231055,1,-0.5447272
0.22314355,0.35065687,1.4170854,7.395806,1,0.0953102
0.13102825,0.17395337,1.4321649,7.1147695,1,0.03922068
-3.3553479,-8.661774,4.476996,6.1039944,8,0
-2.4468672,-5.9660783,5.4147663,5.7914042,8,0
-2.3954666,-5.761474,5.9006095,5.6294565,8,0
-3.0265408,-7.9964075,6.5323052,5.4188914,8,0
0,0,8.373974,4.8050017,8,0
-0.18278797,-1.2059065,9.283191,4.5019293,8,0
-1.0139711,-3.084834,10.331599,4.15246,8,0
-1.0435827,-2.9196692,11.005262,3.9279058,8,0
